query_key,query,case_id,group_id,gold_chunk,gold_standard,gold_locator,evidence_type,rewrite_status,source_ranks,fusion_rank,rerank_rank,outcome
941b9bb9e6d3c56e7cdf9d22f14e72d24a84f018e1672d9ae7800a04b8f22b07,温升试验（型式试验） 顶层油温升（K）：≤55,transformer-04-5a18abe4dea2:43d0d53de816a1d733e818b7,required_1,b31cb73b97281c2b850cbabcdba8b5ed311c6141039e5ad82cccdf4ccae92d50,GB/T 6451-2023,12.1,section,rewritten,"{""dense:keyword:section"": 21, ""dense:production:section"": 15, ""dense:semantic:section"": 19, ""lexical:keyword:section"": 5, ""lexical:production:section"": 5}",14,1,top8
25a8bdcdd1cf78bc30b486cda325b722d3e67756b747244f4fc89d631f91b75f,温升试验（型式试验） 高压绕组平均温升（K）：≤60,transformer-04-5a18abe4dea2:055dbc4df4617f8fd20f96ad,required_1,4d3796fe82b2586a30093dd6fa8a391644256a9b3adc5c9a8e6c12374e3e29e1,JB/T 501-2021,23,table,rewritten,"{""dense:production:table"": 3, ""dense:semantic:table"": 3, ""lexical:production:table"": 15}",9,4,top8
0d0ea525a660b3bdca4ebdcfef644aa2766bb34bc7e07a74454f601f9a281c39,温升试验（型式试验） 低压绕组平均温升（K）：≤60,transformer-04-5a18abe4dea2:d7e56f244ca1a59f16badb8c,required_1,4d3796fe82b2586a30093dd6fa8a391644256a9b3adc5c9a8e6c12374e3e29e1,JB/T 501-2021,23,table,rewritten,"{""dense:keyword:table"": 3, ""dense:production:table"": 3, ""dense:semantic:table"": 3, ""lexical:keyword:table"": 15, ""lexical:production:table"": 15}",9,7,top8
9a57bfe3221220bc77318a2da7581a58f986ba03f279cabf259415cf83491e9f,温升试验（型式试验） 油箱波纹散热器变形应在规定范围内,transformer-04-5a18abe4dea2:1de1ab9eed394d6b2dd4309b,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 18, ""lexical:production:section"": 4}",15,5,top8
d7a469ee930d000c19d2298758a973cdd9b1eb7349e13d9767f2f22a97f97c45,温升试验（型式试验） 压力保护装置应不动作,transformer-04-5a18abe4dea2:ffc0aeba78fc58b881ac4a79,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""lexical:production:section"": 4}",27,2,top8
6e07b8248dd9a6187db9abbc48ff3f312a8ea8d98102c9e072e336f7f39d1f70,短时过负载能力试验（型式试验） 油箱密封应无渗漏,transformer-04-5a18abe4dea2:073284a65228d70867c1530b,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 9, ""lexical:production:section"": 2}",4,1,top8
4f43a90ec7ce7103c862e9b5c26e1efe490f86ec87364789ebec7c15126cb0aa,短时过负载能力试验（型式试验） 油箱波纹散热器变形应在规定范围内,transformer-04-5a18abe4dea2:e9307e9e1a321652314a80ef,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 7, ""lexical:production:section"": 2}",4,5,top8
5a0dd865c3173af89c74f66fe0236f9eef09007862cc6114f91edd746a09cd9f,短时过负载能力试验（型式试验） 油箱外壳最高温升(K)：≤85,transformer-04-5a18abe4dea2:d303b30ef43e9ad7c5af8e82,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,rewritten,"{""dense:keyword:section"": 16, ""dense:production:section"": 20, ""dense:semantic:section"": 30, ""lexical:keyword:section"": 2, ""lexical:production:section"": 2}",10,5,top8
485db455e199dade0097051b8e1e32d4b7ebd1db89b7203ceee1a351ccee7205,短时过负载能力试验（型式试验） 套管最高温升(K)：≤85,transformer-04-5a18abe4dea2:44cf3c9cdf6c5a62196855dd,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,rewritten,"{""lexical:keyword:section"": 4, ""lexical:production:section"": 4}",53,5,top8
4891b4a4792da3fa664a4538ac8a1d4dc06bfe7c3cbadd46eb0e361e1583c70a,声级测定（特殊试验） 测量距离X(m)：0.3,transformer-04-5a18abe4dea2:2634cedca62fb76d70068cbb,required_1,7b8e566ef426e62ce317938dc72bcdab30e7f783560cc33fe33b9df18eede9db,GB/T 1094.10-2022,8,section,rewritten,"{""dense:keyword:section"": 19, ""dense:production:section"": 20, ""dense:semantic:section"": 15, ""lexical:keyword:section"": 4, ""lexical:production:section"": 4}",10,5,top8
e4b461b0e3b5ad4e897601c47e317a91bed73809f72a02a59175621fbcf33e23,声级测定（特殊试验） 声压级Lₖₐ[dB(A)]：≤38,transformer-04-5a18abe4dea2:da0a18b3bbc652976929700f,required_1,a73656707dda8bc477f1ff6b98931a15c40cd169aabf9b4ddd6d8ebc22fcc25b,GB/T 25438-2010,2,table,rewritten,"{""dense:keyword:table"": 11, ""dense:production:table"": 12, ""dense:semantic:table"": 18, ""lexical:keyword:table"": 30, ""lexical:production:table"": 30}",26,55,reranked_below_30
1a5580b27abcd2dfe6173a7364b171dc5d4d8ee498c008ec9af5496b96b2e515,声级测定（特殊试验） 声功率级Lwₐ[dB(A)]：≤44,transformer-04-5a18abe4dea2:a8b2922019348f9ccb870ef7,required_1,a73656707dda8bc477f1ff6b98931a15c40cd169aabf9b4ddd6d8ebc22fcc25b,GB/T 25438-2010,2,table,rewritten,"{""dense:keyword:table"": 23, ""dense:production:table"": 22, ""dense:semantic:table"": 15, ""lexical:keyword:table"": 5, ""lexical:production:table"": 5}",19,2,top8
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-04-5a18abe4dea2:3589a9f10fb69e1b0c6e8c72,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 4, ""lexical:production:section"": 11}",9,2,top8
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-04-5a18abe4dea2:3589a9f10fb69e1b0c6e8c72,required_1,536d459e5969c5f24c5c38a25120ad773b35e7f187e6e5f11f6aec9fa7ad075e,JB/T 501-2021,1,table,fallback,"{""dense:production:table"": 14, ""lexical:production:table"": 3}",10,21,reranked_9_30
17da5282cdb1bef5df7f171cb3057fcc3d285eeb5cecd0b5e0e84ad1c625b35d,短路承受能力试验施加电流及相电抗测量 试验次数：9,transformer-04-5a18abe4dea2:12a8c582099108bd2327818e,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 2, ""lexical:production:section"": 10}",6,2,top8
057ffa2979b2aaab7542b810df8a3fa185daa89ddeb3ae80a1617a46226ab3f8,短路承受能力试验施加电流及相电抗测量 持续时间(s)：0.5,transformer-04-5a18abe4dea2:821f286c20e1292138168ec1,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 5, ""lexical:production:section"": 12}",9,2,top8
44bbd9a59d0246ea03a55b51efbb38d132d2a37717651e89f4a5ce0a2ec2dcaf,短路承受能力试验施加电流及相电抗测量 试验电压、电流波形及试验期间检查应无异常迹象,transformer-04-5a18abe4dea2:aafa50aad91689f2819800f2,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 5}",2,1,top8
171870d7edd4369bb2758d94611fcc84c7cbc4e2cdb0863b4626c224d3cbd3b5,短路承受能力试验施加电流及相电抗测量 试验后最大相电抗差(%)：≤2,transformer-04-5a18abe4dea2:541d327bc7d70928de7b8439,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 2, ""lexical:production:section"": 10}",6,1,top8
f82c6e49d0a2de53b1d33a373db07fbe1e227afd65fda52cd6360c9f783334bd,短路承受能力试验后检查 吊心检查应无明显缺陷,transformer-04-5a18abe4dea2:adab0ae661afe6407856a8cf,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 3}",1,11,reranked_9_30
062a9e619c92207a947e8d91265ec389282d6283ea4a721385b0a66402335706,短路承受能力试验后检查 内部无放电痕迹,transformer-04-5a18abe4dea2:4c42ec8f29d8e6418ed86734,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 2, ""lexical:production:section"": 6}",6,10,reranked_9_30
e9bfc28e57a09950101a8a6be1ad3e4603697543dec0c1f0f4322d34cf4af8c4,短路承受能力试验后检查 外观检查无异常,transformer-04-5a18abe4dea2:d1cd9aa4d02871fca83fbc2e,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 6}",6,12,reranked_9_30
927ce8417754d607dba71c9d902b68df07fc72b1fb67a00b6063104caf5f56c7,短路承受能力试验后检查 无喷油起火,transformer-04-5a18abe4dea2:5750f7ffcb7df02f44317597,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 4, ""lexical:production:section"": 13}",7,9,reranked_9_30
927ce8417754d607dba71c9d902b68df07fc72b1fb67a00b6063104caf5f56c7,短路承受能力试验后检查 无喷油起火,transformer-04-5a18abe4dea2:5750f7ffcb7df02f44317597,required_1,536d459e5969c5f24c5c38a25120ad773b35e7f187e6e5f11f6aec9fa7ad075e,JB/T 501-2021,1,table,fallback,"{""dense:production:table"": 6, ""lexical:production:table"": 2}",3,16,reranked_9_30
6d9548e167022bbf3393b6acd30dd39f1ee301858b0e63b99ad7ab7b65e27173,绕组对地及绕组间直流绝缘电阻测量（重复例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-04-5a18abe4dea2:9440de771a9262094823031f,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""lexical:production:section"": 17}",55,12,reranked_9_30
6d9548e167022bbf3393b6acd30dd39f1ee301858b0e63b99ad7ab7b65e27173,绕组对地及绕组间直流绝缘电阻测量（重复例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-04-5a18abe4dea2:9440de771a9262094823031f,required_1,7abb9b86a09bd2e1b2200159b127f833c32507a3c7c77f4cc56d91e550c47c94,JB/T 501-2021,8,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 5}",2,41,reranked_below_30
6d9548e167022bbf3393b6acd30dd39f1ee301858b0e63b99ad7ab7b65e27173,绕组对地及绕组间直流绝缘电阻测量（重复例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-04-5a18abe4dea2:9440de771a9262094823031f,required_1,668d90cc68193a94f1af796f1306a106521c9a9f4a88f5ce93b4323b847a9710,JB/T 501-2021,21,table,fallback,"{""dense:production:table"": 2, ""lexical:production:table"": 4}",3,31,reranked_below_30
6c8c7b438255842b4d4a73c7dd46f5ec9281f9ca24c8a176add03e4b0effa37a,绕组电阻测量（重复例行试验） 高压（线）电阻三相不平衡率最大值(%)：≤2,transformer-04-5a18abe4dea2:ddd14528ed5a3941c624f93c,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 2}",2,10,reranked_9_30
a164957d2260dcf65e64dccea4e6bce9c2901b9b1af1ec4587911ff961225b00,绕组电阻测量（重复例行试验） 低压（线）电阻三相不平衡率(%)：≤2,transformer-04-5a18abe4dea2:419a09d4cb94c50cee29793e,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,rewritten,"{""dense:keyword:table"": 1, ""dense:production:table"": 1, ""dense:semantic:table"": 1, ""lexical:keyword:table"": 1, ""lexical:production:table"": 1}",2,15,reranked_9_30
7da206303b61ab3e2f2edea9e4e1491c53b3a65370ee2de72ddfe93a99f2437f,绕组电阻测量（重复例行试验） 低压（相）电阻三相不平衡率最大值(%)：≤4,transformer-04-5a18abe4dea2:6ea23286012546e492b9d77e,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,rewritten,"{""dense:keyword:table"": 1, ""dense:production:table"": 1, ""dense:semantic:table"": 1, ""lexical:keyword:table"": 2, ""lexical:production:table"": 2}",2,5,top8
24f22043dcf6dc4f0763090e9b0860c9959f3eef46d2464a712d4e6a281dfa1f,电压比测量和联结组标号检定（重复例行试验） 主分接电压比偏差：规定电压比的±0.5%与实际阻抗电压百分数的±1/10中较低者,transformer-04-5a18abe4dea2:33bc42b73906bea22eb9a044,required_1,5d634879be135111a1f8c80772ed71e4a5c5db580a651c47130764f8ccf15b4c,GB/T 1094.1-2013,1,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 3}",1,4,top8
73630cc1551c6a6b5fd1d769a1a15fa1ee74201a9b535574514221dfec020880,电压比测量和联结组标号检定（重复例行试验） 其他分接电压比偏差：变压器阻抗电压值(%)的1/10以内，且允许偏差应为±1%,transformer-04-5a18abe4dea2:d46c3db9aa088f73223762fb,required_1,5d634879be135111a1f8c80772ed71e4a5c5db580a651c47130764f8ccf15b4c,GB/T 1094.1-2013,1,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 18}",9,6,top8
db4b2c074ca1852caef1f84022c20b38bf0471475dd5d260e4d1c6a3553f4adf,电压比测量和联结组标号检定（重复例行试验） 联结组标号：D/yn11,transformer-04-5a18abe4dea2:d60eed0606a1dd5f99a1ce27,required_1,6d16c01580146b5a6b99d36a796f14855dd26bbeee3645d33f0a69f3d70c5b2d,GB/T 6451-2023,1,table,fallback,"{""lexical:production:table"": 25}",83,19,reranked_9_30
f161c167aae35312ced79d07e45204503f27f021cf35f6ad3df6e8cf01adeda8,空载损耗和空载电流测量（重复例行试验） 空载损耗Pₒ（kW）：≤0.215,transformer-04-5a18abe4dea2:e44920269e627c6f1f8960c2,required_1,7e5ae919e9327fd3bbbcce9b199107bc357cf9c9a16681b2692748c47b428587,GB/T 6451-2023,7,table,fallback,"{""lexical:production:table"": 1}",18,3,top8
f161c167aae35312ced79d07e45204503f27f021cf35f6ad3df6e8cf01adeda8,空载损耗和空载电流测量（重复例行试验） 空载损耗Pₒ（kW）：≤0.215,transformer-04-5a18abe4dea2:e44920269e627c6f1f8960c2,required_1,e3deef2dc2419f9d368b0ae5076c2d105a070a626006c0d71b76ca33ea90c5f1,GB/T 6451-2023,3,table,fallback,{},,,not_recalled
f161c167aae35312ced79d07e45204503f27f021cf35f6ad3df6e8cf01adeda8,空载损耗和空载电流测量（重复例行试验） 空载损耗Pₒ（kW）：≤0.215,transformer-04-5a18abe4dea2:e44920269e627c6f1f8960c2,required_1,6d16c01580146b5a6b99d36a796f14855dd26bbeee3645d33f0a69f3d70c5b2d,GB/T 6451-2023,1,table,fallback,{},,,not_recalled
f161c167aae35312ced79d07e45204503f27f021cf35f6ad3df6e8cf01adeda8,空载损耗和空载电流测量（重复例行试验） 空载损耗Pₒ（kW）：≤0.215,transformer-04-5a18abe4dea2:e44920269e627c6f1f8960c2,required_1,80bd004f7f2559178fec92d171dbde9784712d90c4a10db6536de7e52980a90a,GB/T 6451-2023,5,table,fallback,{},,,not_recalled
1887e8e1fdeb020485b3ca3d646abc19627e06944152d7d71d4e8479e1ba2107,空载损耗和空载电流测量（重复例行试验） 空载电流Iₒ（%）：≤0.18（1+30%）,transformer-04-5a18abe4dea2:720801fbe14d6d9fb84be666,required_1,0329b08e8d9848367281acb51c4a7a3fce0e85cf794d8efb13dd9304eb626d87,GB/T 25438-2010,1,table,fallback,"{""lexical:production:table"": 1}",18,37,reranked_below_30
677a385a35fb974a7a40808c36dbb0440ac08c1b14e79f2db0bed7b16c83f7e7,短路阻抗和负载损耗测量（重复例行试验） 参考温度（ₖ）：75,transformer-04-5a18abe4dea2:09f85a7d550ec0c9d11ecf3f,required_1,62692493c7025e06289a2768ca1b0f2aa0bb0ce0d9508f9c1a8a9cee6fb1c841,GB/T 1094.1-2013,G,section,fallback,"{""dense:production:section"": 5, ""lexical:production:section"": 9}",7,4,top8
0d5c140c73e9d309e9a768901ede6e7407990a7c6300b3af1d0b2f2eafa34adf,短路阻抗和负载损耗测量（重复例行试验） 负载损耗Pₖ（kW）：≤2.185,transformer-04-5a18abe4dea2:ebe63918517db5ae9fdfc3e7,required_1,e3deef2dc2419f9d368b0ae5076c2d105a070a626006c0d71b76ca33ea90c5f1,GB/T 6451-2023,3,table,fallback,{},,,not_recalled
c9210c655d36fdbc5d4e179673c025e190fb8f85265eb76770beee675b99a7e5,外施耐压试验（AV）（重复例行试验） 高压对低压及地试验电压（kV）：35,transformer-04-5a18abe4dea2:d35cdc572308b1ccfb70a467,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,fallback,"{""dense:production:table"": 8, ""lexical:production:table"": 4}",8,5,top8
c9210c655d36fdbc5d4e179673c025e190fb8f85265eb76770beee675b99a7e5,外施耐压试验（AV）（重复例行试验） 高压对低压及地试验电压（kV）：35,transformer-04-5a18abe4dea2:d35cdc572308b1ccfb70a467,required_1,76c4e8530c5f6ad181e3256760859a44b10f566e2e8975e6c515fa5dcd048d0f,JB/T 501-2021,11,table,fallback,"{""dense:production:table"": 3, ""lexical:production:table"": 14}",14,8,top8
6313f55fc7b3ffb84154abdff7d989cac6f7c5964599ebdf110045a46e8f1e19,外施耐压试验（AV）（重复例行试验） 高压对低压及地持续时间（s）：60,transformer-04-5a18abe4dea2:6a0d0d95bc02ca8700ba9961,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
dd17a5b6fa89d1cb6d20aab3e9f121b6ff10e005df505b034c22fcbd40cfddaa,外施耐压试验（AV）（重复例行试验） 低压对高压及地试验电压（kV）：5,transformer-04-5a18abe4dea2:5171a8d31aa735f80bc44b61,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,fallback,"{""dense:production:table"": 8, ""lexical:production:table"": 7}",12,1,top8
dd17a5b6fa89d1cb6d20aab3e9f121b6ff10e005df505b034c22fcbd40cfddaa,外施耐压试验（AV）（重复例行试验） 低压对高压及地试验电压（kV）：5,transformer-04-5a18abe4dea2:5171a8d31aa735f80bc44b61,required_1,76c4e8530c5f6ad181e3256760859a44b10f566e2e8975e6c515fa5dcd048d0f,JB/T 501-2021,11,table,fallback,"{""dense:production:table"": 4, ""lexical:production:table"": 14}",14,2,top8
5d1a6c350b710a494857fb95e4320f6986973317a990a28c767f077331ea0f0e,外施耐压试验（AV）（重复例行试验） 低压对高压及地持续时间（s）：60,transformer-04-5a18abe4dea2:d1ec6f1788c31e75baa1eecb,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
0264be94168f4c05d687ff28adb05533969e89d46f17519c7ce68293c5970f7a,外施耐压试验（AV）（重复例行试验） 试验电压应不出现突然下降,transformer-04-5a18abe4dea2:5d30abea2ce31820443ef2eb,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
69cb5f2dd3a8a59dcbcd92b3aeb3fdaeb9438d707e43831c8f7b40f424cf162c,感应耐压试验（IVW）（重复例行试验） 试验频率（Hz）：＞50,transformer-04-5a18abe4dea2:1fb235e077564a0e46cdc880,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,rewritten,"{""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:production:section"": 1}",1,1,top8
8e6756e958247285b947c663246abdb43b6e7dfeaba7580eacfa0633f3873621,感应耐压试验（IVW）（重复例行试验） 持续时间（s）：15≤t≤60,transformer-04-5a18abe4dea2:02063cda499fa3ebcf9ed8b5,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,rewritten,"{""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:production:section"": 1}",1,1,top8
83d2fdcbd80e4d6f76c9fc0bd875ce93090523f709747178db5bf20173ce6093,感应耐压试验（IVW）（重复例行试验） 试验电压应不出现突然下降,transformer-04-5a18abe4dea2:61cbbd6e69386df64aa4ef79,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
d36f5993c666c917b7d60a3b16d1723fac5a36a590e1c2c69e106b3013530d8d,绝缘液试验（重复例行试验） 击穿电压（kV）：≥40,transformer-04-5a18abe4dea2:aa7995a1757b4cc32289e93b,required_1,4eaf821782754592b95083429e1781d50229c43cda04c3d255e0820827dae534,JB/T 501-2021,2,table,rewritten,"{""dense:keyword:table"": 1, ""dense:production:table"": 1, ""dense:semantic:table"": 1, ""lexical:keyword:table"": 2, ""lexical:production:table"": 2}",1,5,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,ec447c8abde5cdabe1328b221f545d91cf8942e801ccb487d1ffc7b5620a1128,GB/T 5654-2007,C.1,section,rewritten,"{""dense:semantic:section"": 25, ""lexical:keyword:section"": 6, ""lexical:production:section"": 6}",56,2,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,c153e4cd48d7c7778491e359b05d6fef9bc59628f1cf1eb67a62c57657af98c0,GB/T 5654-2007,1,section,rewritten,"{""dense:keyword:section"": 24, ""dense:semantic:section"": 14, ""lexical:keyword:section"": 3, ""lexical:production:section"": 3}",16,7,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,9f1373deb874b58015c79e638710e0c2dd7eaab5222c8f651de2c3ac78016ff0,GB/T 5654-2007,4.1,section,rewritten,"{""dense:keyword:section"": 1, ""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:keyword:section"": 2, ""lexical:production:section"": 2}",1,4,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,722869330bafd1c3bc099845de68afe53149b015fe14cfc9b06e59cb573974e6,GB/T 5654-2007,C.8,section,rewritten,"{""dense:keyword:section"": 10, ""dense:production:section"": 10, ""dense:semantic:section"": 7, ""lexical:keyword:section"": 15, ""lexical:production:section"": 15}",9,6,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,aaf197ebbedd46d2043d22865d384960682e20545982171fcf879f27c84cb78c,GB/T 5654-2007,C.7,section,rewritten,"{""dense:keyword:section"": 15, ""dense:production:section"": 13, ""dense:semantic:section"": 20, ""lexical:keyword:section"": 13, ""lexical:production:section"": 13}",12,3,top8
ad933248d6c5e1b3dded5e3a7f84dc7ef3a9592ebab8c71c4341bed2d0551d00,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90ₖ)(%)：≤1.0,transformer-04-5a18abe4dea2:aff84be30fe10d86cb41b892,required_1,32a0ee2a4724791d41445675b3fa64cad344e66d0c10a91a540d1c124348ba0c,GB/T 5654-2007,11,section,rewritten,"{""dense:keyword:section"": 8, ""dense:production:section"": 11, ""dense:semantic:section"": 6}",27,9,reranked_9_30
b0eb7db427d2d699616e503c7e9735cd5a782d7b8fdf5f30f25264a329cc2564,绕组对地及绕组间直流绝缘电阻测量（例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-05-b86fc1992dfd:0b5db1498538f5537c6a9fe8,required_1,839b1c475b029f29478374c3d1dcf8ae57929a3d2874097d08ae50834e5b7ada,GB/T 6451-2023,8.3,section,fallback,"{""dense:production:section"": 9, ""lexical:production:section"": 3}",8,3,top8
b0eb7db427d2d699616e503c7e9735cd5a782d7b8fdf5f30f25264a329cc2564,绕组对地及绕组间直流绝缘电阻测量（例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-05-b86fc1992dfd:0b5db1498538f5537c6a9fe8,required_1,bab6e158549d01eeb03880267ae293b9da7bab350da253f94cffaa8e2a7f6259,GB/T 6451-2023,7.3,section,fallback,"{""dense:production:section"": 6, ""lexical:production:section"": 2}",6,7,top8
b0eb7db427d2d699616e503c7e9735cd5a782d7b8fdf5f30f25264a329cc2564,绕组对地及绕组间直流绝缘电阻测量（例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-05-b86fc1992dfd:0b5db1498538f5537c6a9fe8,required_1,96d6bd3403e8d801ccbac70d7a4cd85dd927ff0b55e02c3661e304fbbce17db9,GB/T 6451-2023,11.3,section,fallback,"{""dense:production:section"": 11, ""lexical:production:section"": 6}",11,4,top8
b0eb7db427d2d699616e503c7e9735cd5a782d7b8fdf5f30f25264a329cc2564,绕组对地及绕组间直流绝缘电阻测量（例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-05-b86fc1992dfd:0b5db1498538f5537c6a9fe8,required_1,89c9e3c15439ae58ea0a57f984366ed4f8ea57366808acb33a28615ce557624f,GB/T 6451-2023,6.3,section,fallback,"{""dense:production:section"": 18, ""lexical:production:section"": 12}",20,9,reranked_9_30
b0eb7db427d2d699616e503c7e9735cd5a782d7b8fdf5f30f25264a329cc2564,绕组对地及绕组间直流绝缘电阻测量（例行试验） 低压对高压及地绝缘电阻(MΩ)：≥500,transformer-05-b86fc1992dfd:0b5db1498538f5537c6a9fe8,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""lexical:production:section"": 15}",49,12,reranked_9_30
